eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-2d69dfc700,,climate_downscaling_x_deep_learning,intersection,Bridging 'Transferring Deep Convolutional Neural Networks for the Scen' and 'Deep learning in remote sensing applications: A meta-analysi',The two most overlapping papers share vocabulary with the combined expertise of Statistical climate downscaling and Deep learning for earth observation; combining their reported methods is a plausible joint direction.,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Statistical climate downscaling and Deep learning for earth observation.,Transferring Deep Convolutional Neural Networks for the Scene Classification of High-Resolution Remote Sensing Imagery; Deep learning in remote sensing applications: A meta-analysis and review; Precipitation downscaling under climate change: Recent developments to bridge the gap between dynamical models and the end user,,,,,
EV-2d918005a5,,recommender_x_fairness,gap,,"Future-work opportunity: Extending 'Fairness in Algorithmic Decision-Making: Applications in Multi-Winner Voting, Machine Learning, and Recommender Systems' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'Fairness in Algorithmic Decision-Making: Applications in Multi-Winner Voting, Machine Learning, and Recommender Systems' to broader settings is suggested by the absence of such results in the abstract.","Fairness in Algorithmic Decision-Making: Applications in Multi-Winner Voting, Machine Learning, and Recommender Systems",,,,,
EV-2d934dd23d,,climate_downscaling_x_deep_learning,gap,,Explicit limitation reported: The abstract of 'Tackling Climate Change with Machine Learning' does not report evaluation beyond learning.,Explicit limitation reported: The abstract of 'Tackling Climate Change with Machine Learning' does not report evaluation beyond learning.,Tackling Climate Change with Machine Learning,,,,,
EV-2e88c5735f,,quantum_chemistry_x_dft,gap,,"Possible gap: 'Quantum many-body systems' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Quantum many-body systems' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-2f9886c012,,materials_discovery_x_active_learning,gap,,"Possible gap: 'Machine Learning in Materials Science' appears on only one side of this pairing (Machine learning for materials discovery / Active learning for experimental design); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Machine Learning in Materials Science' appears on only one side of this pairing (Machine learning for materials discovery / Active learning for experimental design); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-30d9a6ad43,,quantum_chemistry_x_dft,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-30db5f7c06,,recommender_x_fairness,gap,,"Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-310653f610,,causal_inference_x_clinical_ml,intersection,Exploratory pairing: Causal inference in epidemiology and Machine learning for clinical prediction,"The combined expertise suggests a joint direction, but no evidence was retrieved to substantiate a specific intersection.",,,,,,,
EV-314a1a5ec6,,gnn_x_protein_structure,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-31a962175b,,rl_x_sim_to_real,hypothesis,,Applying the combined methodology suggested by 'Shared focus: reinforcement learning in robotics + robot manipulation and learning' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-31c2cef441,,rl_x_sim_to_real,gap,,No source paper in the retrieved set jointly covers 'Adaptive Dynamic Programming Control' across Reinforcement learning for robot control and Sim-to-real transfer in robotics; a combined treatment is missing.,No source paper in the retrieved set jointly covers 'Adaptive Dynamic Programming Control' across Reinforcement learning for robot control and Sim-to-real transfer in robotics; a combined treatment is missing.,Sim-to-Real Transfer of Robotic Control with Dynamics Randomization; Sim-to-Real Transfer in Deep Reinforcement Learning for Robotics: a Survey; Continual lifelong learning with neural networks: A review,,,,,
EV-324f17b365,,knowledge_graph_x_question_answering,gap,,"Possible gap: 'Data Quality and Management' appears on only one side of this pairing (Knowledge graph embeddings / Question answering over knowledge bases); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Data Quality and Management' appears on only one side of this pairing (Knowledge graph embeddings / Question answering over knowledge bases); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-32e430cf7c,,quantum_chemistry_x_dft,gap,,Explicit limitation reported: The abstract of 'Supramolecular Binding Thermodynamics by Dispersion‐Corrected Density Functional Theory' does not report evaluation beyond kcal.,Explicit limitation reported: The abstract of 'Supramolecular Binding Thermodynamics by Dispersion‐Corrected Density Functional Theory' does not report evaluation beyond kcal.,Supramolecular Binding Thermodynamics by Dispersion‐Corrected Density Functional Theory,,,,,
EV-3392c68c7e,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-34108d92af,,speech_recognition_x_hearing_aids,gap,,"Possible gap: 'Advanced Neural Network Applications' appears on only one side of this pairing (Automatic speech recognition / Speech enhancement for hearing aids); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Advanced Neural Network Applications' appears on only one side of this pairing (Automatic speech recognition / Speech enhancement for hearing aids); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
